task,task_type,split,metric,model,reference,model_mean,reference_mean,n_pairs,mean_diff,diff_ci95_low,diff_ci95_high,t_stat,t_p,wilcoxon_stat,wilcoxon_p,reference_better,t_p_holm,wilcoxon_p_holm,significant_t,significant_wilcoxon,significant_t_holm,significant_wilcoxon_holm
esol,reg,random,rmse,hybrid,rf,0.4912599761463906,0.574217094108197,25,-0.08295711796180628,-0.098582582089276,-0.06733165383433656,-10.95743941053118,8.006016333916622e-11,0.0,5.960464477539063e-08,False,1.608711477627138e-10,4.172325134277344e-07,True,True,True,True
esol,reg,random,mae,svm,rf,0.36601921284309286,0.4321394649082585,25,-0.06612025206516556,-0.07252286665301998,-0.05971763747731114,-21.31402589664674,4.20607417689885e-17,0.0,5.960464477539063e-08,False,2.52364450613931e-16,4.172325134277344e-07,True,True,True,True
esol,reg,random,mae,gcn,rf,0.342418995151639,0.4321394649082585,25,-0.08972046975661944,-0.10054995051715786,-0.07889098899608103,-17.0990606635577,6.069360283673283e-15,0.0,5.960464477539063e-08,False,2.4277441134693132e-14,4.172325134277344e-07,True,True,True,True
esol,reg,random,mae,mat,rf,0.29381306355934095,0.4321394649082585,25,-0.1383264013489175,-0.15062219787321102,-0.12603060482462397,-23.218639005220073,5.908668157868665e-18,0.0,5.960464477539063e-08,False,4.1360677105080654e-17,4.172325134277344e-07,True,True,True,True
esol,reg,random,mae,mat_nograph,rf,0.3133968948353472,0.4321394649082585,25,-0.11874257007291122,-0.1440849816803938,-0.09340015846542864,-9.670453758439306,9.419314999158877e-10,7.0,1.1324882507324219e-06,False,9.419314999158877e-10,1.1324882507324219e-06,True,True,True,True
esol,reg,random,mae,mat_nodistance,rf,0.29764093219607346,0.4321394649082585,25,-0.13449853271218498,-0.1479592434978772,-0.12103782192649276,-20.622338049252022,8.925142499432588e-17,0.0,5.960464477539063e-08,False,4.462571249716294e-16,4.172325134277344e-07,True,True,True,True
esol,reg,random,mae,mat_noattention,rf,0.34440526386323095,0.4321394649082585,25,-0.08773420104502758,-0.10516272029261832,-0.07030568179743683,-10.389551101275982,2.3183111775575073e-10,3.0,2.980232238769531e-07,False,6.954933532672522e-10,5.960464477539062e-07,True,True,True,True
esol,reg,random,mae,hybrid,rf,0.37045029020907166,0.4321394649082585,25,-0.061689174699186784,-0.07422234466309276,-0.04915600473528081,-10.158658926380015,3.6113141952917054e-10,0.0,5.960464477539063e-08,False,7.222628390583411e-10,4.172325134277344e-07,True,True,True,True
esol,reg,random,r2,svm,rf,0.7611643667314137,0.6652241509784658,25,0.09594021575294796,0.08570792999281596,0.10617250151307997,19.351577735084362,3.7787322518919673e-16,0.0,5.960464477539063e-08,False,1.8893661259459835e-15,4.172325134277344e-07,True,True,True,True
esol,reg,random,r2,gcn,rf,0.7880967501167047,0.6652241509784658,25,0.12287259913823881,0.10563904518152202,0.1401061530949556,14.715280508119916,1.646650197104419e-13,0.0,5.960464477539063e-08,False,6.586600788417676e-13,4.172325134277344e-07,True,True,True,True
esol,reg,random,r2,mat,rf,0.8486095947293856,0.6652241509784658,25,0.1833854437509199,0.16652260030855806,0.20024828719328172,22.445144253087378,1.2873025571869368e-17,0.0,5.960464477539063e-08,False,9.011117900308558e-17,4.172325134277344e-07,True,True,True,True
esol,reg,random,r2,mat_nograph,rf,0.8240305684111989,0.6652241509784658,25,0.15880641743273308,0.12466421718698785,0.19294861767847832,9.59985982618569,1.08465649339078e-09,11.0,3.2782554626464844e-06,False,1.08465649339078e-09,3.2782554626464844e-06,True,True,True,True
esol,reg,random,r2,mat_nodistance,rf,0.8442001328914023,0.6652241509784658,25,0.17897598191293657,0.16243331684607845,0.19551864697979468,22.329429396241114,1.449398001415201e-17,0.0,5.960464477539063e-08,False,9.011117900308558e-17,4.172325134277344e-07,True,True,True,True
esol,reg,random,r2,mat_noattention,rf,0.7902834118356512,0.6652241509784658,25,0.12505926085718552,0.10186817808669386,0.1482503436276772,11.129692871857943,5.841948181655742e-11,3.0,2.980232238769531e-07,False,1.1683896363311485e-10,5.960464477539062e-07,True,True,True,True
esol,reg,random,r2,hybrid,rf,0.7540566558751146,0.6652241509784658,25,0.08883250489664894,0.07278026016995978,0.1048847496233381,11.421535255887083,3.451350089959674e-11,0.0,5.960464477539063e-08,False,1.0354050269879022e-10,4.172325134277344e-07,True,True,True,True
esol,reg,scaffold,rmse,svm,rf,0.6314305982345416,0.7726017378341153,25,-0.14117113959957364,-0.17598300293347688,-0.1063592762656704,-8.369644255129266,1.4057368988127526e-08,0.0,5.960464477539063e-08,False,5.6229475952510105e-08,4.172325134277344e-07,True,True,True,True
esol,reg,scaffold,rmse,gcn,rf,0.5103504665755557,0.7726017378341153,25,-0.2622512712585597,-0.3332705517849063,-0.1912319907322131,-7.621310966884062,7.364690775124963e-08,0.0,5.960464477539063e-08,False,1.4729381550249926e-07,4.172325134277344e-07,True,True,True,True
